feedback_id,customer_name,feedback,date,product,clean_feedback
3674,Karthik,Very bad experience and disappointed,2025-11-19,E-commerce,verybadexperienceanddisappointed
3675,Karthik,Nothing special,2025-01-22,Laptop,nothingspecial
3676,Anitha,Decent product,2025-02-01,Laptop,decentproduct
3677,Divya,Great service and fast delivery,2025-02-12,E-commerce,greatserviceandfastdelivery
3678,Pooja,Okay for the price,2025-09-18,Banking App,okayfortheprice
3679,Divya,Customer support did not respond,2025-10-12,E-commerce,customersupportdidnotrespond
3680,Anitha,Okay for the price,2025-12-03,Mobile,okayfortheprice
3681,Suresh,Okay for the price,2025-05-22,Mobile,okayfortheprice
3682,Arun,Acceptable performance,2025-11-04,Internet Service,acceptableperformance
3683,Sneha,Okay for the price,2025-01-19,Headphones,okayfortheprice
3684,Suresh,Great service and fast delivery,2025-03-19,E-commerce,greatserviceandfastdelivery
3685,Karthik,Okay for the price,2025-02-02,Headphones,okayfortheprice
3686,Pooja,Very bad experience and disappointed,2025-11-15,Smart Watch,verybadexperienceanddisappointed
3687,Arun,Great service and fast delivery,2025-08-04,Smart Watch,greatserviceandfastdelivery
3688,Karthik,Great service and fast delivery,2025-02-05,Laptop,greatserviceandfastdelivery
3689,Sneha,Customer support did not respond,2025-09-26,E-commerce,customersupportdidnotrespond
3690,Karthik,Average experience,2025-12-15,Internet Service,averageexperience
3691,Priya,Nothing special,2025-12-03,Mobile App,nothingspecial
3692,Pooja,"Amazing experience, highly recommend",2025-08-05,E-commerce,amazingexperiencehighlyrecommend
3693,Arun,Very bad experience and disappointed,2025-11-15,Laptop,verybadexperienceanddisappointed
3694,Sneha,Acceptable performance,2025-01-07,Mobile App,acceptableperformance
3695,Divya,"Amazing experience, highly recommend",2025-08-14,Mobile App,amazingexperiencehighlyrecommend
3696,Sneha,Excellent quality and very satisfied,2025-01-10,Mobile,excellentqualityandverysatisfied
3697,Anitha,"Amazing experience, highly recommend",2025-11-09,Laptop,amazingexperiencehighlyrecommend
3698,Manoj,Worst product ever,2025-09-20,Internet Service,worstproductever
3699,Sneha,Support team was very helpful,2025-07-06,Mobile,supportteamwasveryhelpful
3700,Rahul,Okay for the price,2025-02-21,Internet Service,okayfortheprice
3701,Manoj,Average experience,2025-06-27,Headphones,averageexperience
3702,Arun,Worst product ever,2025-08-03,Smart Watch,worstproductever
3703,Priya,Great service and fast delivery,2025-04-18,Smart Watch,greatserviceandfastdelivery
3704,Divya,Average experience,2025-04-08,Mobile App,averageexperience
3705,Priya,Very happy with the product,2025-12-05,Smart Watch,veryhappywiththeproduct
3706,Suresh,Acceptable performance,2025-10-21,Laptop,acceptableperformance
3707,Sneha,Great service and fast delivery,2025-07-27,Smart Watch,greatserviceandfastdelivery
3708,Rahul,Worst product ever,2025-11-24,Internet Service,worstproductever
3709,Pooja,Nothing special,2025-05-24,Internet Service,nothingspecial
3710,Divya,Delivery was too late,2025-03-17,Internet Service,deliverywastoolate
3711,Manoj,Worst product ever,2025-04-13,Internet Service,worstproductever
3712,Suresh,Nothing special,2025-09-30,Mobile App,nothingspecial
3713,Priya,Excellent quality and very satisfied,2025-09-14,E-commerce,excellentqualityandverysatisfied
3714,Arun,"Amazing experience, highly recommend",2025-03-26,Laptop,amazingexperiencehighlyrecommend
3715,Manoj,Worst product ever,2025-01-11,Smart Watch,worstproductever
3716,Anitha,Acceptable performance,2025-12-18,Mobile,acceptableperformance
3717,Karthik,"Amazing experience, highly recommend",2025-12-30,Headphones,amazingexperiencehighlyrecommend
3718,Arun,Nothing special,2025-04-24,Headphones,nothingspecial
3719,Divya,Support team was very helpful,2025-09-09,Laptop,supportteamwasveryhelpful
3720,Manoj,Very happy with the product,2025-08-29,Mobile,veryhappywiththeproduct
3721,Manoj,Customer support did not respond,2025-08-26,Mobile App,customersupportdidnotrespond
3722,Manoj,Very bad experience and disappointed,2025-09-15,Headphones,verybadexperienceanddisappointed
3723,Karthik,Poor quality and waste of money,2025-07-03,E-commerce,poorqualityandwasteofmoney
3724,Pooja,Very bad experience and disappointed,2025-11-19,Laptop,verybadexperienceanddisappointed
3725,Karthik,Acceptable performance,2025-02-13,Headphones,acceptableperformance
3726,Rahul,Poor quality and waste of money,2025-10-04,Headphones,poorqualityandwasteofmoney
3727,Priya,Great service and fast delivery,2025-01-23,E-commerce,greatserviceandfastdelivery
3728,Pooja,Very bad experience and disappointed,2025-03-22,Headphones,verybadexperienceanddisappointed
3729,Sneha,Acceptable performance,2025-11-21,Mobile App,acceptableperformance
3730,Pooja,Excellent quality and very satisfied,2025-03-21,Mobile,excellentqualityandverysatisfied
3731,Anitha,Worst product ever,2025-01-22,E-commerce,worstproductever
3732,Priya,Acceptable performance,2025-09-04,Banking App,acceptableperformance
3733,Karthik,"Amazing experience, highly recommend",2025-06-14,Internet Service,amazingexperiencehighlyrecommend
3734,Divya,Delivery was too late,2025-04-17,E-commerce,deliverywastoolate
3735,Priya,Decent product,2025-03-11,Mobile,decentproduct
3736,Manoj,Worst product ever,2025-04-30,Smart Watch,worstproductever
3737,Divya,Nothing special,2025-02-25,Laptop,nothingspecial
3738,Pooja,Support team was very helpful,2025-08-07,Headphones,supportteamwasveryhelpful
3739,Anitha,Acceptable performance,2025-08-11,E-commerce,acceptableperformance
3740,Divya,"Amazing experience, highly recommend",2025-06-30,Laptop,amazingexperiencehighlyrecommend
3741,Divya,Worst product ever,2025-05-01,Internet Service,worstproductever
3742,Arun,Decent product,2025-07-22,Mobile App,decentproduct
3743,Priya,Poor quality and waste of money,2025-04-13,Banking App,poorqualityandwasteofmoney
3744,Manoj,Poor quality and waste of money,2025-06-11,Banking App,poorqualityandwasteofmoney
3745,Arun,Average experience,2025-12-22,Mobile App,averageexperience
3746,Anitha,Support team was very helpful,2025-08-15,Smart Watch,supportteamwasveryhelpful
3747,Suresh,Delivery was too late,2025-12-23,Laptop,deliverywastoolate
3748,Divya,Delivery was too late,2025-12-27,Headphones,deliverywastoolate
3749,Karthik,Average experience,2025-05-16,Laptop,averageexperience
3750,Karthik,Decent product,2025-09-12,Smart Watch,decentproduct
3751,Divya,Average experience,2025-11-03,Internet Service,averageexperience
3752,Priya,Average experience,2025-11-09,Internet Service,averageexperience
3753,Sneha,Decent product,2025-01-01,E-commerce,decentproduct
3754,Anitha,Decent product,2025-06-30,Headphones,decentproduct
3755,Anitha,Nothing special,2025-06-21,Headphones,nothingspecial
3756,Suresh,Customer support did not respond,2025-08-30,Mobile App,customersupportdidnotrespond
3757,Divya,Nothing special,2025-01-10,E-commerce,nothingspecial
3758,Suresh,"Amazing experience, highly recommend",2025-06-13,E-commerce,amazingexperiencehighlyrecommend
3759,Priya,Decent product,2025-09-09,Banking App,decentproduct
3760,Pooja,"Amazing experience, highly recommend",2025-10-02,Headphones,amazingexperiencehighlyrecommend
3761,Manoj,Support team was very helpful,2025-01-13,Banking App,supportteamwasveryhelpful
3762,Manoj,Worst product ever,2025-10-11,E-commerce,worstproductever
3763,Anitha,Worst product ever,2025-07-04,Laptop,worstproductever
3764,Manoj,Worst product ever,2025-04-02,Smart Watch,worstproductever
3765,Sneha,Average experience,2025-11-11,Internet Service,averageexperience
3766,Karthik,Very bad experience and disappointed,2025-12-04,Mobile App,verybadexperienceanddisappointed
3767,Manoj,"Amazing experience, highly recommend",2025-06-18,Mobile,amazingexperiencehighlyrecommend
3768,Priya,"Amazing experience, highly recommend",2025-05-03,Internet Service,amazingexperiencehighlyrecommend
3769,Karthik,Worst product ever,2025-04-06,Laptop,worstproductever
3770,Manoj,Average experience,2025-05-04,E-commerce,averageexperience
3771,Sneha,Excellent quality and very satisfied,2025-01-22,E-commerce,excellentqualityandverysatisfied
3772,Sneha,Acceptable performance,2025-01-02,Mobile App,acceptableperformance
3773,Sneha,Average experience,2025-12-17,Mobile,averageexperience
3774,Priya,Great service and fast delivery,2025-10-16,Mobile App,greatserviceandfastdelivery
3775,Pooja,Very happy with the product,2025-08-27,Internet Service,veryhappywiththeproduct
3776,Rahul,Support team was very helpful,2025-02-07,Mobile App,supportteamwasveryhelpful
3777,Anitha,Great service and fast delivery,2025-11-15,Mobile,greatserviceandfastdelivery
3778,Divya,Acceptable performance,2025-05-19,Banking App,acceptableperformance
3779,Sneha,Poor quality and waste of money,2025-11-16,Mobile App,poorqualityandwasteofmoney
3780,Priya,Support team was very helpful,2025-05-18,Mobile,supportteamwasveryhelpful
3781,Arun,Okay for the price,2025-01-09,Mobile App,okayfortheprice
3782,Suresh,Acceptable performance,2025-08-21,Mobile,acceptableperformance
3783,Anitha,Poor quality and waste of money,2025-02-12,Banking App,poorqualityandwasteofmoney
3784,Sneha,Great service and fast delivery,2025-09-19,Mobile,greatserviceandfastdelivery
3785,Arun,Excellent quality and very satisfied,2025-02-24,Mobile App,excellentqualityandverysatisfied
3786,Karthik,Delivery was too late,2025-05-05,Internet Service,deliverywastoolate
3787,Karthik,Excellent quality and very satisfied,2025-02-14,Mobile,excellentqualityandverysatisfied
3788,Sneha,Very happy with the product,2025-12-22,Smart Watch,veryhappywiththeproduct
3789,Rahul,"Amazing experience, highly recommend",2025-03-25,Mobile App,amazingexperiencehighlyrecommend
3790,Pooja,Delivery was too late,2025-11-09,Laptop,deliverywastoolate
3791,Karthik,Average experience,2025-11-07,Headphones,averageexperience
3792,Rahul,Average experience,2025-12-26,E-commerce,averageexperience
3793,Suresh,Excellent quality and very satisfied,2025-02-18,E-commerce,excellentqualityandverysatisfied
3794,Anitha,Okay for the price,2025-05-13,Internet Service,okayfortheprice
3795,Manoj,Nothing special,2025-03-12,Internet Service,nothingspecial
3796,Manoj,Great service and fast delivery,2025-06-24,Headphones,greatserviceandfastdelivery
3797,Anitha,Great service and fast delivery,2025-10-04,Headphones,greatserviceandfastdelivery
3798,Anitha,Customer support did not respond,2025-08-11,Mobile App,customersupportdidnotrespond
3799,Manoj,Poor quality and waste of money,2025-02-09,Headphones,poorqualityandwasteofmoney
3800,Sneha,Okay for the price,2025-04-06,Mobile App,okayfortheprice
3801,Divya,"Amazing experience, highly recommend",2025-07-30,Banking App,amazingexperiencehighlyrecommend
3802,Manoj,Worst product ever,2025-04-06,Smart Watch,worstproductever
3803,Suresh,Support team was very helpful,2025-01-06,Internet Service,supportteamwasveryhelpful
3804,Manoj,Decent product,2025-08-25,E-commerce,decentproduct
3805,Divya,Average experience,2025-03-22,E-commerce,averageexperience
3806,Suresh,Worst product ever,2025-02-25,Banking App,worstproductever
3807,Rahul,Delivery was too late,2025-09-22,Smart Watch,deliverywastoolate
3808,Sneha,"Amazing experience, highly recommend",2025-08-13,Mobile,amazingexperiencehighlyrecommend
3809,Pooja,"Amazing experience, highly recommend",2025-11-10,Internet Service,amazingexperiencehighlyrecommend
3810,Priya,Nothing special,2025-09-19,E-commerce,nothingspecial
3811,Manoj,Excellent quality and very satisfied,2025-11-11,Smart Watch,excellentqualityandverysatisfied
3812,Karthik,Poor quality and waste of money,2025-06-23,Mobile,poorqualityandwasteofmoney
3813,Manoj,Support team was very helpful,2025-10-05,Smart Watch,supportteamwasveryhelpful
3814,Manoj,Acceptable performance,2025-02-27,Smart Watch,acceptableperformance
3815,Pooja,Very bad experience and disappointed,2025-12-14,Laptop,verybadexperienceanddisappointed
3816,Karthik,Very happy with the product,2025-02-11,Banking App,veryhappywiththeproduct
3817,Suresh,Customer support did not respond,2025-04-07,Banking App,customersupportdidnotrespond
3818,Manoj,Very bad experience and disappointed,2025-10-03,Mobile App,verybadexperienceanddisappointed
3819,Suresh,Worst product ever,2025-12-20,Internet Service,worstproductever
3820,Karthik,Customer support did not respond,2025-10-29,E-commerce,customersupportdidnotrespond
3821,Sneha,Decent product,2025-01-12,Internet Service,decentproduct
3822,Rahul,Nothing special,2025-11-16,Headphones,nothingspecial
3823,Manoj,Acceptable performance,2025-11-19,Headphones,acceptableperformance
3824,Karthik,Worst product ever,2025-12-17,Smart Watch,worstproductever
3825,Suresh,Support team was very helpful,2025-06-19,Banking App,supportteamwasveryhelpful
3826,Rahul,"Amazing experience, highly recommend",2025-08-03,Smart Watch,amazingexperiencehighlyrecommend
3827,Divya,Delivery was too late,2025-12-13,Smart Watch,deliverywastoolate
3828,Karthik,Customer support did not respond,2025-06-14,Mobile App,customersupportdidnotrespond
3829,Priya,Nothing special,2025-09-23,Banking App,nothingspecial
3830,Suresh,Delivery was too late,2025-07-21,Mobile App,deliverywastoolate
3831,Arun,Average experience,2025-09-27,Banking App,averageexperience
3832,Manoj,Average experience,2025-11-07,Mobile App,averageexperience
3833,Divya,Delivery was too late,2025-10-07,Mobile,deliverywastoolate
3834,Suresh,Poor quality and waste of money,2025-08-02,Headphones,poorqualityandwasteofmoney
3835,Karthik,Delivery was too late,2025-11-02,Mobile App,deliverywastoolate
3836,Rahul,Excellent quality and very satisfied,2025-01-25,Smart Watch,excellentqualityandverysatisfied
3837,Arun,Worst product ever,2025-09-21,Mobile,worstproductever
3838,Suresh,Decent product,2025-09-20,Internet Service,decentproduct
3839,Suresh,Delivery was too late,2025-02-06,Banking App,deliverywastoolate
3840,Sneha,"Amazing experience, highly recommend",2025-01-18,Headphones,amazingexperiencehighlyrecommend
3841,Rahul,Customer support did not respond,2025-11-09,Banking App,customersupportdidnotrespond
3842,Rahul,Acceptable performance,2025-02-08,Smart Watch,acceptableperformance
3843,Divya,Support team was very helpful,2025-01-02,Laptop,supportteamwasveryhelpful
3844,Karthik,Worst product ever,2025-04-02,Mobile,worstproductever
3845,Priya,Nothing special,2025-03-12,E-commerce,nothingspecial
3846,Priya,Very happy with the product,2025-01-09,Internet Service,veryhappywiththeproduct
3847,Manoj,Average experience,2025-06-16,Banking App,averageexperience
3848,Karthik,Okay for the price,2025-08-10,Laptop,okayfortheprice
3849,Arun,Okay for the price,2025-07-06,Banking App,okayfortheprice
3850,Karthik,Average experience,2025-08-15,Mobile App,averageexperience
3851,Rahul,Okay for the price,2025-01-14,Headphones,okayfortheprice
3852,Manoj,Acceptable performance,2025-07-14,Headphones,acceptableperformance
3853,Manoj,Decent product,2025-08-19,Internet Service,decentproduct
3854,Divya,Delivery was too late,2025-06-26,Internet Service,deliverywastoolate
3855,Divya,Worst product ever,2025-04-05,Headphones,worstproductever
3856,Arun,Average experience,2025-04-03,Mobile,averageexperience
3857,Rahul,Worst product ever,2025-05-05,Internet Service,worstproductever
3858,Karthik,Poor quality and waste of money,2025-12-11,Laptop,poorqualityandwasteofmoney
3859,Anitha,Decent product,2025-05-17,Mobile,decentproduct
3860,Karthik,Great service and fast delivery,2025-02-07,Mobile App,greatserviceandfastdelivery
3861,Priya,Average experience,2025-01-16,Laptop,averageexperience
3862,Divya,Decent product,2025-07-13,Mobile App,decentproduct
3863,Sneha,Worst product ever,2025-05-30,Laptop,worstproductever
3864,Divya,Delivery was too late,2025-11-20,Smart Watch,deliverywastoolate
3865,Priya,Very bad experience and disappointed,2025-03-20,Smart Watch,verybadexperienceanddisappointed
3866,Pooja,"Amazing experience, highly recommend",2025-10-28,Laptop,amazingexperiencehighlyrecommend
3867,Suresh,Excellent quality and very satisfied,2025-01-26,Mobile,excellentqualityandverysatisfied
3868,Karthik,Great service and fast delivery,2025-03-27,E-commerce,greatserviceandfastdelivery
3869,Manoj,Very bad experience and disappointed,2025-08-22,Internet Service,verybadexperienceanddisappointed
3870,Priya,Decent product,2025-07-22,Headphones,decentproduct
3871,Suresh,Great service and fast delivery,2025-06-20,Smart Watch,greatserviceandfastdelivery
3872,Manoj,Decent product,2025-10-31,Banking App,decentproduct
3873,Suresh,Worst product ever,2025-04-25,Mobile App,worstproductever
3874,Manoj,"Amazing experience, highly recommend",2025-04-07,Mobile,amazingexperiencehighlyrecommend
3875,Karthik,Decent product,2025-05-26,E-commerce,decentproduct
3876,Rahul,"Amazing experience, highly recommend",2025-06-04,Banking App,amazingexperiencehighlyrecommend
3877,Divya,Worst product ever,2025-03-08,Laptop,worstproductever
3878,Suresh,Poor quality and waste of money,2025-12-17,Mobile App,poorqualityandwasteofmoney
3879,Pooja,"Amazing experience, highly recommend",2025-06-12,E-commerce,amazingexperiencehighlyrecommend
3880,Rahul,Poor quality and waste of money,2025-10-17,Smart Watch,poorqualityandwasteofmoney
3881,Anitha,Okay for the price,2025-06-11,Headphones,okayfortheprice
3882,Anitha,Okay for the price,2025-02-12,E-commerce,okayfortheprice
3883,Karthik,"Amazing experience, highly recommend",2025-09-15,Internet Service,amazingexperiencehighlyrecommend
3884,Karthik,"Amazing experience, highly recommend",2025-01-07,Smart Watch,amazingexperiencehighlyrecommend
3885,Divya,"Amazing experience, highly recommend",2025-06-04,Internet Service,amazingexperiencehighlyrecommend
3886,Manoj,Very bad experience and disappointed,2025-09-16,Laptop,verybadexperienceanddisappointed
3887,Suresh,"Amazing experience, highly recommend",2025-03-25,Mobile,amazingexperiencehighlyrecommend
3888,Karthik,Very bad experience and disappointed,2025-08-31,Banking App,verybadexperienceanddisappointed
3889,Pooja,Poor quality and waste of money,2025-01-27,Internet Service,poorqualityandwasteofmoney
3890,Sneha,Great service and fast delivery,2025-01-04,Laptop,greatserviceandfastdelivery
3891,Rahul,Delivery was too late,2025-06-13,Headphones,deliverywastoolate
3892,Rahul,Great service and fast delivery,2025-11-05,Mobile App,greatserviceandfastdelivery
3893,Suresh,Average experience,2025-02-07,Internet Service,averageexperience
3894,Divya,Decent product,2025-10-06,Headphones,decentproduct
3895,Suresh,Average experience,2025-09-21,Internet Service,averageexperience
3896,Divya,"Amazing experience, highly recommend",2025-09-01,Laptop,amazingexperiencehighlyrecommend
3897,Pooja,Very happy with the product,2025-12-28,Smart Watch,veryhappywiththeproduct
3898,Sneha,Very bad experience and disappointed,2025-02-24,Internet Service,verybadexperienceanddisappointed
3899,Arun,Nothing special,2025-02-05,Mobile App,nothingspecial
3900,Manoj,Poor quality and waste of money,2025-06-11,Mobile,poorqualityandwasteofmoney
3901,Rahul,Poor quality and waste of money,2025-03-06,Headphones,poorqualityandwasteofmoney
3902,Priya,Great service and fast delivery,2025-01-28,Banking App,greatserviceandfastdelivery
3903,Anitha,Okay for the price,2025-12-11,Mobile,okayfortheprice
3904,Sneha,Delivery was too late,2025-08-05,Mobile,deliverywastoolate
3905,Divya,"Amazing experience, highly recommend",2025-10-05,Mobile App,amazingexperiencehighlyrecommend
3906,Pooja,Nothing special,2025-03-26,Internet Service,nothingspecial
3907,Pooja,Poor quality and waste of money,2025-04-19,Headphones,poorqualityandwasteofmoney
3908,Priya,Great service and fast delivery,2025-07-19,Laptop,greatserviceandfastdelivery
3909,Rahul,Decent product,2025-01-15,Banking App,decentproduct
3910,Divya,Excellent quality and very satisfied,2025-09-27,Laptop,excellentqualityandverysatisfied
3911,Suresh,Very happy with the product,2025-05-16,Headphones,veryhappywiththeproduct
3912,Anitha,Average experience,2025-07-21,Mobile,averageexperience
3913,Priya,Support team was very helpful,2025-10-10,Mobile,supportteamwasveryhelpful
3914,Priya,Decent product,2025-04-07,Banking App,decentproduct
3915,Sneha,Okay for the price,2025-07-10,Headphones,okayfortheprice
3916,Pooja,Very happy with the product,2025-10-09,Banking App,veryhappywiththeproduct
3917,Suresh,Very bad experience and disappointed,2025-06-07,Mobile,verybadexperienceanddisappointed
3918,Anitha,Worst product ever,2025-09-06,E-commerce,worstproductever
3919,Priya,Very bad experience and disappointed,2025-05-24,Internet Service,verybadexperienceanddisappointed
3920,Rahul,Average experience,2025-06-01,E-commerce,averageexperience
3921,Karthik,Nothing special,2025-09-02,Headphones,nothingspecial
3922,Sneha,Nothing special,2025-11-12,Smart Watch,nothingspecial
3923,Manoj,Very happy with the product,2025-03-05,Mobile,veryhappywiththeproduct
3924,Rahul,Nothing special,2025-04-07,Headphones,nothingspecial
3925,Manoj,Worst product ever,2025-03-31,Headphones,worstproductever
3926,Suresh,Decent product,2025-07-23,Mobile App,decentproduct
3927,Rahul,Okay for the price,2025-09-07,Internet Service,okayfortheprice
3928,Anitha,Decent product,2025-04-05,Mobile App,decentproduct
3929,Divya,Worst product ever,2025-05-31,Internet Service,worstproductever
3930,Pooja,Great service and fast delivery,2025-07-19,E-commerce,greatserviceandfastdelivery
3931,Priya,Customer support did not respond,2025-04-10,Banking App,customersupportdidnotrespond
3932,Manoj,Poor quality and waste of money,2025-01-08,Smart Watch,poorqualityandwasteofmoney
3933,Suresh,Customer support did not respond,2025-07-19,Internet Service,customersupportdidnotrespond
3934,Suresh,Excellent quality and very satisfied,2025-11-12,Mobile,excellentqualityandverysatisfied
3935,Pooja,Okay for the price,2025-04-04,Laptop,okayfortheprice
3936,Priya,Okay for the price,2025-07-11,Laptop,okayfortheprice
3937,Rahul,Customer support did not respond,2025-08-08,E-commerce,customersupportdidnotrespond
3938,Rahul,Decent product,2025-02-16,Mobile,decentproduct
3939,Rahul,Very bad experience and disappointed,2025-08-01,Smart Watch,verybadexperienceanddisappointed
3940,Pooja,"Amazing experience, highly recommend",2025-09-03,Mobile,amazingexperiencehighlyrecommend
3941,Suresh,Decent product,2025-12-07,Banking App,decentproduct
3942,Sneha,Great service and fast delivery,2025-03-30,E-commerce,greatserviceandfastdelivery
3943,Manoj,Great service and fast delivery,2025-04-18,Mobile App,greatserviceandfastdelivery
3944,Divya,Great service and fast delivery,2025-08-12,Banking App,greatserviceandfastdelivery
3945,Sneha,Nothing special,2025-02-06,E-commerce,nothingspecial
3946,Sneha,Worst product ever,2025-11-06,Laptop,worstproductever
3947,Suresh,"Amazing experience, highly recommend",2025-02-20,E-commerce,amazingexperiencehighlyrecommend
3948,Suresh,Worst product ever,2025-03-30,Laptop,worstproductever
3949,Suresh,Very happy with the product,2025-09-22,Laptop,veryhappywiththeproduct
3950,Anitha,Average experience,2025-08-09,E-commerce,averageexperience
3951,Karthik,Nothing special,2025-10-17,Mobile App,nothingspecial
3952,Priya,Customer support did not respond,2025-11-05,Laptop,customersupportdidnotrespond
3953,Anitha,Very bad experience and disappointed,2025-10-31,Banking App,verybadexperienceanddisappointed
3954,Arun,Okay for the price,2025-02-04,Laptop,okayfortheprice
3955,Pooja,Support team was very helpful,2025-09-26,E-commerce,supportteamwasveryhelpful
3956,Pooja,Very bad experience and disappointed,2025-08-21,Headphones,verybadexperienceanddisappointed
3957,Anitha,Worst product ever,2025-07-10,Internet Service,worstproductever
3958,Divya,Delivery was too late,2025-05-29,Headphones,deliverywastoolate
3959,Arun,Great service and fast delivery,2025-08-24,Mobile App,greatserviceandfastdelivery
3960,Manoj,Okay for the price,2025-11-12,Mobile,okayfortheprice
3961,Rahul,Support team was very helpful,2025-10-27,Banking App,supportteamwasveryhelpful
3962,Divya,Nothing special,2025-04-27,Internet Service,nothingspecial
3963,Arun,Decent product,2025-10-29,Laptop,decentproduct
3964,Manoj,Great service and fast delivery,2025-09-29,Internet Service,greatserviceandfastdelivery
3965,Anitha,Average experience,2025-03-17,Internet Service,averageexperience
3966,Rahul,Great service and fast delivery,2025-06-22,Smart Watch,greatserviceandfastdelivery
3967,Rahul,Nothing special,2025-04-28,Smart Watch,nothingspecial
3968,Suresh,Excellent quality and very satisfied,2025-06-19,Smart Watch,excellentqualityandverysatisfied
3969,Anitha,Nothing special,2025-08-26,Laptop,nothingspecial
3970,Pooja,Great service and fast delivery,2025-10-31,E-commerce,greatserviceandfastdelivery
3971,Manoj,"Amazing experience, highly recommend",2025-06-26,Laptop,amazingexperiencehighlyrecommend
3972,Karthik,Acceptable performance,2025-10-11,Mobile App,acceptableperformance
3973,Sneha,Poor quality and waste of money,2025-05-17,Headphones,poorqualityandwasteofmoney
3974,Arun,Very bad experience and disappointed,2025-05-14,Laptop,verybadexperienceanddisappointed
3975,Anitha,Support team was very helpful,2025-04-28,Banking App,supportteamwasveryhelpful
3976,Divya,Decent product,2025-01-14,E-commerce,decentproduct
3977,Divya,Acceptable performance,2025-06-17,Banking App,acceptableperformance
3978,Arun,Delivery was too late,2025-08-31,Banking App,deliverywastoolate
3979,Sneha,Okay for the price,2025-02-11,Internet Service,okayfortheprice
3980,Karthik,Average experience,2025-11-04,Mobile,averageexperience
3981,Rahul,Acceptable performance,2025-03-20,Banking App,acceptableperformance
3982,Arun,Great service and fast delivery,2025-06-12,E-commerce,greatserviceandfastdelivery
3983,Sneha,Poor quality and waste of money,2025-06-13,Banking App,poorqualityandwasteofmoney
3984,Sneha,Nothing special,2025-06-07,Mobile App,nothingspecial
3985,Pooja,Average experience,2025-03-21,Mobile,averageexperience
3986,Divya,Acceptable performance,2025-02-14,Laptop,acceptableperformance
3987,Manoj,Very bad experience and disappointed,2025-03-05,Mobile,verybadexperienceanddisappointed
3988,Arun,Nothing special,2025-07-08,Mobile App,nothingspecial
3989,Manoj,Very bad experience and disappointed,2025-10-21,Laptop,verybadexperienceanddisappointed
3990,Sneha,Support team was very helpful,2025-05-30,E-commerce,supportteamwasveryhelpful
3991,Pooja,Poor quality and waste of money,2025-02-20,Headphones,poorqualityandwasteofmoney
3992,Priya,Decent product,2025-02-07,Mobile,decentproduct
3993,Priya,Worst product ever,2026-01-01,Mobile App,worstproductever
3994,Sneha,Very happy with the product,2025-12-31,Smart Watch,veryhappywiththeproduct
3995,Sneha,Excellent quality and very satisfied,2025-11-11,Mobile App,excellentqualityandverysatisfied
3996,Sneha,Support team was very helpful,2025-08-16,Mobile,supportteamwasveryhelpful
3997,Arun,Delivery was too late,2025-02-05,Headphones,deliverywastoolate
3998,Pooja,Delivery was too late,2025-03-16,Laptop,deliverywastoolate
3999,Suresh,Poor quality and waste of money,2025-05-16,Banking App,poorqualityandwasteofmoney
4000,Anitha,Okay for the price,2025-08-05,Headphones,okayfortheprice
4001,Rahul,Customer support did not respond,2025-03-04,Mobile,customersupportdidnotrespond
4002,Priya,Excellent quality and very satisfied,2025-01-02,Laptop,excellentqualityandverysatisfied
4003,Priya,Worst product ever,2025-01-03,Laptop,worstproductever
4004,Sneha,Customer support did not respond,2025-01-23,Mobile App,customersupportdidnotrespond
4005,Manoj,Delivery was too late,2025-10-18,Mobile App,deliverywastoolate
4006,Karthik,Poor quality and waste of money,2025-05-30,Mobile,poorqualityandwasteofmoney
4007,Karthik,Support team was very helpful,2025-09-10,Smart Watch,supportteamwasveryhelpful
4008,Anitha,Poor quality and waste of money,2025-12-04,E-commerce,poorqualityandwasteofmoney
4009,Pooja,Poor quality and waste of money,2025-03-06,Laptop,poorqualityandwasteofmoney
4010,Anitha,Poor quality and waste of money,2025-08-14,Laptop,poorqualityandwasteofmoney
4011,Anitha,Support team was very helpful,2025-09-10,Mobile App,supportteamwasveryhelpful
4012,Rahul,Excellent quality and very satisfied,2025-01-09,Mobile App,excellentqualityandverysatisfied
4013,Priya,Support team was very helpful,2025-05-16,Headphones,supportteamwasveryhelpful
4014,Divya,Acceptable performance,2025-05-04,Mobile,acceptableperformance
4015,Divya,"Amazing experience, highly recommend",2025-12-23,Internet Service,amazingexperiencehighlyrecommend
4016,Divya,Very happy with the product,2025-03-05,Internet Service,veryhappywiththeproduct
4017,Karthik,Great service and fast delivery,2025-11-16,Laptop,greatserviceandfastdelivery
4018,Karthik,Acceptable performance,2025-08-09,Mobile,acceptableperformance
4019,Manoj,Very bad experience and disappointed,2025-07-14,E-commerce,verybadexperienceanddisappointed
4020,Divya,Poor quality and waste of money,2025-04-27,E-commerce,poorqualityandwasteofmoney
4021,Arun,Average experience,2025-01-06,Internet Service,averageexperience
4022,Priya,Very happy with the product,2025-10-01,Mobile,veryhappywiththeproduct
4023,Anitha,Very happy with the product,2025-06-09,Internet Service,veryhappywiththeproduct
4024,Rahul,Acceptable performance,2025-05-03,Mobile App,acceptableperformance
4025,Karthik,Customer support did not respond,2025-06-24,Smart Watch,customersupportdidnotrespond
4026,Pooja,Very happy with the product,2025-01-10,Mobile App,veryhappywiththeproduct
4027,Anitha,Acceptable performance,2025-09-13,Banking App,acceptableperformance
